facilityuid,facility,code,ward,sub_county,county,indicator,period,dhis2_value,datim_value,gender,age
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q2,12,51.0,(M),20-24
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2019Q4,28,31.0,(F),15-19
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,68,118.0,(F),20-24
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q1,46,68.0,(F),20-24
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,70,50.0,(F),20-24
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,46,52.0,(M),20-24
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q2,21,21.0,(M),20-24
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,38,39.0,(F),15-19
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,gTkVw97FnQK,2020Q2,93,96.0,(M),25+
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,JiuqbydCIcy,2020Q1,43,110.0,(F),20-24
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,JiuqbydCIcy,2020Q2,24,92.0,(F),20-24
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,pkShOkgNQt2,2019Q4,32,30.0,(M),20-24
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,pkShOkgNQt2,2020Q1,34,34.0,(M),20-24
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,YXJf27jfkvS,2019Q4,18,43.0,(F),15-19
agO9AbQPxH4,Shiraha Health Centre,16116,Marama North Ward,Butere Sub County,Kakamega County,JiuqbydCIcy,2019Q4,10,20.0,(F),20-24
agO9AbQPxH4,Shiraha Health Centre,16116,Marama North Ward,Butere Sub County,Kakamega County,JiuqbydCIcy,2020Q1,17,33.0,(F),20-24
agO9AbQPxH4,Shiraha Health Centre,16116,Marama North Ward,Butere Sub County,Kakamega County,JiuqbydCIcy,2020Q2,9,24.0,(F),20-24
agO9AbQPxH4,Shiraha Health Centre,16116,Marama North Ward,Butere Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,1,2.0,(M),10-14
agO9AbQPxH4,Shiraha Health Centre,16116,Marama North Ward,Butere Sub County,Kakamega County,pkShOkgNQt2,2020Q1,6,6.0,(M),20-24
agO9AbQPxH4,Shiraha Health Centre,16116,Marama North Ward,Butere Sub County,Kakamega County,YXJf27jfkvS,2019Q4,25,31.0,(F),15-19
AKCk8JAY0dK,Kisembe Dispensary,20044,Bunyala West Ward,Navakholo Sub County,Kakamega County,gMICOUtzqRb,2019Q4,5,8.0,(F),10-14
AKCk8JAY0dK,Kisembe Dispensary,20044,Bunyala West Ward,Navakholo Sub County,Kakamega County,gMICOUtzqRb,2020Q1,21,22.0,(F),10-14
AKCk8JAY0dK,Kisembe Dispensary,20044,Bunyala West Ward,Navakholo Sub County,Kakamega County,gMICOUtzqRb,2020Q2,1,1.0,(F),10-14
AKCk8JAY0dK,Kisembe Dispensary,20044,Bunyala West Ward,Navakholo Sub County,Kakamega County,JiuqbydCIcy,2020Q1,44,67.0,(F),20-24
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,JiuqbydCIcy,2020Q1,6,17.0,(F),20-24
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,JiuqbydCIcy,2020Q2,8,19.0,(F),20-24
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,2,3.0,(M),10-14
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,pkShOkgNQt2,2020Q2,3,2.0,(M),20-24
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,YXJf27jfkvS,2019Q4,6,10.0,(F),15-19
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,YXJf27jfkvS,2020Q1,7,12.0,(F),15-19
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,YXJf27jfkvS,2020Q2,5,14.0,(F),15-19
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,gTkVw97FnQK,2020Q2,77,78.0,(M),25+
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,JiuqbydCIcy,2019Q4,23,69.0,(F),20-24
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,JiuqbydCIcy,2020Q1,29,88.0,(F),20-24
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,pkShOkgNQt2,2020Q1,23,23.0,(M),20-24
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,YXJf27jfkvS,2019Q4,19,47.0,(F),15-19
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,YXJf27jfkvS,2020Q1,20,60.0,(F),15-19
BEjIOW8DUVY,Kamashia Dispensary,18802,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,JiuqbydCIcy,2020Q1,9,32.0,(F),20-24
BEjIOW8DUVY,Kamashia Dispensary,18802,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,pkShOkgNQt2,2020Q2,8,12.0,(M),20-24
BEjIOW8DUVY,Kamashia Dispensary,18802,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2019Q4,6,3.0,(F),15-19
BEjIOW8DUVY,Kamashia Dispensary,18802,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2020Q1,6,20.0,(F),15-19
BEjIOW8DUVY,Kamashia Dispensary,18802,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2020Q2,4,10.0,(F),15-19
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2019Q4,18,22.0,(F),20-24
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2020Q1,8,22.0,(F),20-24
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2020Q2,7,34.0,(F),20-24
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,2,2.0,(M),10-14
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2020Q2,4,4.0,(M),20-24
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,2019Q4,4,15.0,(F),15-19
Bmhbkq3ILv5,Vikunga Dispensary,20174,Isukha west Ward,Shinyalu Sub County,Kakamega County,gTkVw97FnQK,2019Q4,31,35.0,(M),25+
Bmhbkq3ILv5,Vikunga Dispensary,20174,Isukha west Ward,Shinyalu Sub County,Kakamega County,JiuqbydCIcy,2020Q1,16,27.0,(F),20-24
Bmhbkq3ILv5,Vikunga Dispensary,20174,Isukha west Ward,Shinyalu Sub County,Kakamega County,JiuqbydCIcy,2020Q2,3,14.0,(F),20-24
Bmhbkq3ILv5,Vikunga Dispensary,20174,Isukha west Ward,Shinyalu Sub County,Kakamega County,pkShOkgNQt2,2019Q4,7,7.0,(M),20-24
Bmhbkq3ILv5,Vikunga Dispensary,20174,Isukha west Ward,Shinyalu Sub County,Kakamega County,pkShOkgNQt2,2020Q2,5,5.0,(M),20-24
Bmhbkq3ILv5,Vikunga Dispensary,20174,Isukha west Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2020Q1,10,24.0,(F),15-19
Bmhbkq3ILv5,Vikunga Dispensary,20174,Isukha west Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2020Q2,3,9.0,(F),15-19
BRIBehwYmcd,Shamakhubu Health Centre,16104,Murhanda Ward,Shinyalu Sub County,Kakamega County,JiuqbydCIcy,2019Q4,5,26.0,(F),20-24
BRIBehwYmcd,Shamakhubu Health Centre,16104,Murhanda Ward,Shinyalu Sub County,Kakamega County,pkShOkgNQt2,2019Q4,10,9.0,(M),20-24
BRIBehwYmcd,Shamakhubu Health Centre,16104,Murhanda Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2019Q4,4,18.0,(F),15-19
ByiHGSgYyaR,Mbagara Dispensary,16011,Mautuma Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,2020Q2,5,25.0,(F),20-24
ByiHGSgYyaR,Mbagara Dispensary,16011,Mautuma Ward,Lugari Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,2,3.0,(M),10-14
ByiHGSgYyaR,Mbagara Dispensary,16011,Mautuma Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,2020Q1,4,4.0,(M),20-24
ByiHGSgYyaR,Mbagara Dispensary,16011,Mautuma Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,2020Q2,6,15.0,(F),15-19
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2019Q4,13,13.0,(M),20-24
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2020Q1,1,2.0,(M),20-24
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2020Q2,4,6.0,(M),20-24
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,2019Q4,8,12.0,(F),15-19
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,2020Q1,2,21.0,(F),15-19
CceWNo4yXvT,Malekha Dispensary,15997,Shirungu-mugai Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2019Q4,3,18.0,(F),20-24
CceWNo4yXvT,Malekha Dispensary,15997,Shirungu-mugai Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2020Q2,4,4.0,(M),20-24
CceWNo4yXvT,Malekha Dispensary,15997,Shirungu-mugai Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,2019Q4,1,13.0,(F),15-19
CceWNo4yXvT,Malekha Dispensary,15997,Shirungu-mugai Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,2020Q1,2,8.0,(F),15-19
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,Chekalini Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,2019Q4,7,14.0,(F),20-24
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,Chekalini Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,2020Q1,8,23.0,(F),20-24
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,Chekalini Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,2020Q2,5,3.0,(M),20-24
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,Chekalini Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,2019Q4,2,6.0,(F),15-19
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,Chekalini Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,2020Q2,1,4.0,(F),15-19
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,gMICOUtzqRb,2019Q4,2,2.0,(F),10-14
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,gMICOUtzqRb,2020Q1,1,1.0,(F),10-14
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,gMICOUtzqRb,2020Q2,3,2.0,(F),10-14
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,gTkVw97FnQK,2019Q4,36,29.0,(M),25+
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,gTkVw97FnQK,2020Q2,15,13.0,(M),25+
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,2019Q4,11,56.0,(F),20-24
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,2020Q1,9,9.0,(M),20-24
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,2020Q1,4,24.0,(F),15-19
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,JiuqbydCIcy,2019Q4,9,31.0,(F),20-24
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,JiuqbydCIcy,2020Q1,13,59.0,(F),20-24
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,pkShOkgNQt2,2020Q1,9,9.0,(M),20-24
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,pkShOkgNQt2,2020Q2,8,8.0,(M),20-24
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2019Q4,2,20.0,(F),15-19
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2020Q1,3,21.0,(F),15-19
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2020Q2,3,13.0,(F),15-19
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,JiuqbydCIcy,2020Q1,26,40.0,(F),20-24
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,JiuqbydCIcy,2020Q2,11,20.0,(F),20-24
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,5,6.0,(M),10-14
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,1,1.0,(M),10-14
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,lj9QYJqS7bN,2020Q2,1,1.0,(M),10-14
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,pkShOkgNQt2,2019Q4,12,13.0,(M),20-24
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,pkShOkgNQt2,2020Q2,9,8.0,(M),20-24
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YXJf27jfkvS,2020Q1,5,10.0,(F),15-19
cSJA4hwmlLm,Mwihila Mission Hospital,16058,Kisa North Ward,Khwisero Sub County,Kakamega County,gTkVw97FnQK,2019Q4,69,70.0,(M),25+
cSJA4hwmlLm,Mwihila Mission Hospital,16058,Kisa North Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2020Q1,20,26.0,(F),20-24
cSJA4hwmlLm,Mwihila Mission Hospital,16058,Kisa North Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2020Q2,16,26.0,(F),20-24
cSJA4hwmlLm,Mwihila Mission Hospital,16058,Kisa North Ward,Khwisero Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,2,13.0,(M),10-14
cSJA4hwmlLm,Mwihila Mission Hospital,16058,Kisa North Ward,Khwisero Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,4,12.0,(M),10-14
cSJA4hwmlLm,Mwihila Mission Hospital,16058,Kisa North Ward,Khwisero Sub County,Kakamega County,pkShOkgNQt2,2019Q4,2,2.0,(M),20-24
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049,Musanda Ward,Mumias West Sub County,Kakamega County,JiuqbydCIcy,2019Q4,16,15.0,(F),20-24
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049,Musanda Ward,Mumias West Sub County,Kakamega County,pkShOkgNQt2,2019Q4,4,4.0,(M),20-24
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049,Musanda Ward,Mumias West Sub County,Kakamega County,YXJf27jfkvS,2019Q4,4,5.0,(F),15-19
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049,Musanda Ward,Mumias West Sub County,Kakamega County,YXJf27jfkvS,2020Q1,3,6.0,(F),15-19
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049,Musanda Ward,Mumias West Sub County,Kakamega County,YXJf27jfkvS,2020Q2,9,9.0,(F),15-19
D4qI2X6dXcu,Chimoi Health Centre,15858,Manda-shivanga Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2019Q4,4,19.0,(F),20-24
D4qI2X6dXcu,Chimoi Health Centre,15858,Manda-shivanga Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2020Q1,9,22.0,(F),20-24
D4qI2X6dXcu,Chimoi Health Centre,15858,Manda-shivanga Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2019Q4,5,6.0,(M),20-24
D4qI2X6dXcu,Chimoi Health Centre,15858,Manda-shivanga Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2020Q2,5,4.0,(M),20-24
d4U4gk3e0uD,Ileho Health Centre,15900,Isukha East Ward,Shinyalu Sub County,Kakamega County,JiuqbydCIcy,2019Q4,8,29.0,(F),20-24
d4U4gk3e0uD,Ileho Health Centre,15900,Isukha East Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2020Q2,6,35.0,(F),15-19
d7xdgRnT1pE,Shianda Dispensary,20194,East wanga Ward,Mumias East Sub County,Kakamega County,gMICOUtzqRb,2019Q4,2,2.0,(F),10-14
d7xdgRnT1pE,Shianda Dispensary,20194,East wanga Ward,Mumias East Sub County,Kakamega County,gMICOUtzqRb,2020Q2,1,1.0,(F),10-14
d7xdgRnT1pE,Shianda Dispensary,20194,East wanga Ward,Mumias East Sub County,Kakamega County,pkShOkgNQt2,2019Q4,36,40.0,(M),20-24
d7xdgRnT1pE,Shianda Dispensary,20194,East wanga Ward,Mumias East Sub County,Kakamega County,pkShOkgNQt2,2020Q1,22,22.0,(M),20-24
d7xdgRnT1pE,Shianda Dispensary,20194,East wanga Ward,Mumias East Sub County,Kakamega County,pkShOkgNQt2,2020Q2,6,5.0,(M),20-24
dAnPb1AZoKy,Shinutsa Dispensary,16115,Kisa East Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2020Q1,14,33.0,(F),20-24
dAnPb1AZoKy,Shinutsa Dispensary,16115,Kisa East Ward,Khwisero Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,5,5.0,(M),10-14
dAnPb1AZoKy,Shinutsa Dispensary,16115,Kisa East Ward,Khwisero Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,2,2.0,(M),10-14
dAnPb1AZoKy,Shinutsa Dispensary,16115,Kisa East Ward,Khwisero Sub County,Kakamega County,pkShOkgNQt2,2020Q1,5,5.0,(M),20-24
dAnPb1AZoKy,Shinutsa Dispensary,16115,Kisa East Ward,Khwisero Sub County,Kakamega County,pkShOkgNQt2,2020Q2,3,3.0,(M),20-24
dAnPb1AZoKy,Shinutsa Dispensary,16115,Kisa East Ward,Khwisero Sub County,Kakamega County,YXJf27jfkvS,2019Q4,14,21.0,(F),15-19
dAnPb1AZoKy,Shinutsa Dispensary,16115,Kisa East Ward,Khwisero Sub County,Kakamega County,YXJf27jfkvS,2020Q1,8,14.0,(F),15-19
DdPmglUPme3,Kilingili Health Centre,15945,Idakho South Ward,Ikolomani Sub County,Kakamega County,JiuqbydCIcy,2019Q4,22,40.0,(F),20-24
DdPmglUPme3,Kilingili Health Centre,15945,Idakho South Ward,Ikolomani Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,2,2.0,(M),10-14
DdPmglUPme3,Kilingili Health Centre,15945,Idakho South Ward,Ikolomani Sub County,Kakamega County,lj9QYJqS7bN,2020Q2,3,3.0,(M),10-14
DdPmglUPme3,Kilingili Health Centre,15945,Idakho South Ward,Ikolomani Sub County,Kakamega County,YXJf27jfkvS,2020Q1,1,14.0,(F),15-19
DdPmglUPme3,Kilingili Health Centre,15945,Idakho South Ward,Ikolomani Sub County,Kakamega County,YXJf27jfkvS,2020Q2,6,24.0,(F),15-19
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,JiuqbydCIcy,2019Q4,32,106.0,(F),20-24
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,JiuqbydCIcy,2020Q1,35,118.0,(F),20-24
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,JiuqbydCIcy,2020Q2,17,124.0,(F),20-24
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,6,5.0,(M),10-14
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,2,3.0,(M),10-14
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,lj9QYJqS7bN,2020Q2,2,0.0,(M),10-14
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,pkShOkgNQt2,2020Q1,9,9.0,(M),20-24
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,YXJf27jfkvS,2019Q4,40,93.0,(F),15-19
DIonv0JYDFH,Nala Maternity and Nursing Home,16062,Shirere Ward,Lurambi Sub County,Kakamega County,JiuqbydCIcy,2019Q4,11,28.0,(F),20-24
DIonv0JYDFH,Nala Maternity and Nursing Home,16062,Shirere Ward,Lurambi Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
DIonv0JYDFH,Nala Maternity and Nursing Home,16062,Shirere Ward,Lurambi Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,3,3.0,(M),10-14
DIonv0JYDFH,Nala Maternity and Nursing Home,16062,Shirere Ward,Lurambi Sub County,Kakamega County,pkShOkgNQt2,2019Q4,11,11.0,(M),20-24
DIonv0JYDFH,Nala Maternity and Nursing Home,16062,Shirere Ward,Lurambi Sub County,Kakamega County,pkShOkgNQt2,2020Q2,3,3.0,(M),20-24
DkcS7mBduV7,Emusanda Dispensary,16762,Butsotso Central Ward,Lurambi Sub County,Kakamega County,JiuqbydCIcy,2020Q2,9,45.0,(F),20-24
DkcS7mBduV7,Emusanda Dispensary,16762,Butsotso Central Ward,Lurambi Sub County,Kakamega County,pkShOkgNQt2,2019Q4,5,4.0,(M),20-24
DkcS7mBduV7,Emusanda Dispensary,16762,Butsotso Central Ward,Lurambi Sub County,Kakamega County,pkShOkgNQt2,2020Q1,6,6.0,(M),20-24
DkcS7mBduV7,Emusanda Dispensary,16762,Butsotso Central Ward,Lurambi Sub County,Kakamega County,YXJf27jfkvS,2019Q4,7,18.0,(F),15-19
DkcS7mBduV7,Emusanda Dispensary,16762,Butsotso Central Ward,Lurambi Sub County,Kakamega County,YXJf27jfkvS,2020Q2,3,30.0,(F),15-19
dkDsAHgijLc,Mabole Health Centre,17297,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,JiuqbydCIcy,2020Q1,11,31.0,(F),20-24
dkDsAHgijLc,Mabole Health Centre,17297,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,JiuqbydCIcy,2020Q2,14,38.0,(F),20-24
dkDsAHgijLc,Mabole Health Centre,17297,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
dkDsAHgijLc,Mabole Health Centre,17297,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,lj9QYJqS7bN,2020Q2,2,2.0,(M),10-14
dkDsAHgijLc,Mabole Health Centre,17297,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,pkShOkgNQt2,2019Q4,12,13.0,(M),20-24
dkDsAHgijLc,Mabole Health Centre,17297,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,pkShOkgNQt2,2020Q2,15,15.0,(M),20-24
dkDsAHgijLc,Mabole Health Centre,17297,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,YXJf27jfkvS,2020Q1,12,22.0,(F),15-19
DN1DpNnTw3q,Shitsitswi Health Centre,16121,Marama Central Ward,Butere Sub County,Kakamega County,pkShOkgNQt2,2019Q4,20,21.0,(M),20-24
DN1DpNnTw3q,Shitsitswi Health Centre,16121,Marama Central Ward,Butere Sub County,Kakamega County,pkShOkgNQt2,2020Q2,14,15.0,(M),20-24
DN1DpNnTw3q,Shitsitswi Health Centre,16121,Marama Central Ward,Butere Sub County,Kakamega County,YXJf27jfkvS,2019Q4,13,28.0,(F),15-19
DN1DpNnTw3q,Shitsitswi Health Centre,16121,Marama Central Ward,Butere Sub County,Kakamega County,YXJf27jfkvS,2020Q1,8,33.0,(F),15-19
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,gTkVw97FnQK,2020Q1,148,142.0,(M),25+
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,JiuqbydCIcy,2019Q4,26,83.0,(F),20-24
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,pkShOkgNQt2,2020Q2,13,13.0,(M),20-24
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,YXJf27jfkvS,2020Q2,16,40.0,(F),15-19
