facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,datim_value
DkcS7mBduV7,Emusanda Dispensary,16762.0,Butsotso Central Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
zsswqbRZEzQ,Shikusi Dispensary,16113.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,57.0,57.0
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049.0,Musanda Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,8.0,7.0
DIonv0JYDFH,Nala Maternity and Nursing Home,16062.0,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,47.0,47.0
ndBnE6yUjoy,Bukaya Health Centre,15817.0,Etenje Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,111.0,109.0
JTL8OVhlUqF,Chebwai Mission Dispensary,15849.0,Butali/Chegulo Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,32.0,31.0
iIngX6G2Ezq,Kongoni Health Centre,15955.0,Kongoni Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,166.0,163.0
NaNOAO9vdQF,Namirama Dispensary,17178.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,46.0,45.0
eFmuvjEF89U,Mung'ang'a Dispensary,16041.0,East wanga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,53.0,53.0
AbSJUr5oge2,Likuyani Sub-District Hospital,15961.0,Likuyani Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764.0,Mahiakalo Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,5.0,5.0
pyNcZj1SiiO,Mumias Dispensary,16035.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,178.0,174.0
UNbhlHZjMF2,Shamberere Dispensary,16105.0,South Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,128.0,127.0
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042.0,Koyonzo Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,114.0,113.0
wcM6pww7h2a,Bukura Health Centre,15820.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,125.0,123.0
r7Lt1WaGvWx,Shikumu Dispensary,16483.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,14.0,14.0
FkiRDv9jRrl,Ikuywa Dispensary,16717.0,Isukha East Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,31.0,31.0
WVQA3Ztjy6t,Iguhu District Hospital,15899.0,Idakho East Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
zRb4VBix3Qg,Matunda Nursing Home,16007.0,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
PKZbcnRwCfc,Sinoko Dispensary (Likuyani),16127.0,Sinoko Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,60.0,59.0
Ci1bld843vy,Chekalini Dispensary,15851.0,Chekalini Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,129.0,128.0
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010.0,Mautuma Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
r8z0MeOdroa,Lumani Dispensary,15970.0,Chevaywa Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,94.0,93.0
IBvuTu4Q05K,Eshirembe Dispensary,17133.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
tENZF6BO4Q7,Mukumu Hospital,16030.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,236.0,231.0
Ohx8SxDgCfo,St Mary's Hospital (Mumias),16141.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,7.0
uBuA0tgQVms,Mumias Sugar Clinic,16038.0,Mumias North Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,8.0,8.0
ByiHGSgYyaR,Mbagara Dispensary,16011.0,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,50.0,50.0
KzjIbQebF4W,Shiseso Health Centre,16119.0,Idakho North Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
Gwo8OLfAeek,Soy Sambu Dispensary,16134.0,Sango Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,40.0,40.0
hUDoz9oxecE,Eshiongo Dispensary,15883.0,Shinoyi-Shikomari-Esumeiya Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
rVLDPAPrFsC,Imulama Dispensary,16481.0,Idakho North Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
ndBnE6yUjoy,Bukaya Health Centre,15817.0,Etenje Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,4.0,4.0
k0yug2XqYRT,Lumakanda District Hospital,15969.0,Lumakanda Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,195.0,192.0
GsdR4nzQbYe,Murudef Clinic,16048.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,12.0,11.0
Sy2bE0LtTJx,Muting'ong'o Dispensary,16054.0,Chemuche Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
vK6NKz2Sr8B,Kharanda Dispensary,15934.0,Bunyala West Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
k0yug2XqYRT,Lumakanda District Hospital,15969.0,Lumakanda Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,239.0,235.0
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037.0,Mayoni Ward,Matungu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,16.0,16.0
BRIBehwYmcd,Shamakhubu Health Centre,16104.0,Murhanda Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
QwmMZVZSkRy,Lugari Forest Dispensary,15964.0,Lugari Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
d4U4gk3e0uD,Ileho Health Centre,15900.0,Isukha East Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,133.0,130.0
IDtVLOWs5dB,Shihalia Dispensary,16108.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,12.0,12.0
Ci1bld843vy,Chekalini Dispensary,15851.0,Chekalini Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
rxOzjXrbCkg,Matete Health Centre,16005.0,Chevaywa Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,224.0,223.0
rVLDPAPrFsC,Imulama Dispensary,16481.0,Idakho North Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037.0,Mayoni Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,512.0,509.0
d4U4gk3e0uD,Ileho Health Centre,15900.0,Isukha East Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4.0,4.0
ilI3ROaTEuf,Maturu Dispensary,16009.0,Lwandeti Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,128.0,124.0
DIonv0JYDFH,Nala Maternity and Nursing Home,16062.0,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,47.0,46.0
IwDcBQwgbEg,Sango Dispensary,16100.0,Sango Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
pxlVNltvIME,Malava District Hospital,15996.0,Shirungu-mugai Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,419.0,410.0
vhGugNZUV3w,Savane Dispensary,16101.0,Idakho East Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,68.0,67.0
PLczdqs5KKm,Nyaporo Dispensary,17082.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,62.0,61.0
sS7IzDF2Tm1,Malaha Dispensary,17150.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,90.0,90.0
mfEvntdmjUe,Chevoso Dispensary,15857.0,South Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,67.0,66.0
rEKNga4CgFK,Eshikhuyu Dispensary,15882.0,Butsotso Central Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
sS7IzDF2Tm1,Malaha Dispensary,17150.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,69.0,67.0
bm0xjIsElOx,Namagara Dispensary,16064.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,81.0,80.0
MPbxqvaEWLa,Navakholo Sub-District Hospital,16078.0,Bunyala Central Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,219.0,217.0
D4qI2X6dXcu,Chimoi Health Centre,15858.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,45.0,45.0
IDtVLOWs5dB,Shihalia Dispensary,16108.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
aTrw18DrKW1,Mabusi Health Centre,15983.0,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9.0,9.0
c6oal13vwWU,Shivanga Health Centre,16122.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
r8z0MeOdroa,Lumani Dispensary,15970.0,Chevaywa Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
tENZF6BO4Q7,Mukumu Hospital,16030.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,15.0,15.0
HLBR8Fm8NHq,Musembe Dispensary,16865.0,Isukha Central Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,20.0,20.0
QwmMZVZSkRy,Lugari Forest Dispensary,15964.0,Lugari Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
WYaAkILOP16,Buchangu Dispensary,15810.0,Bunyala Central Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,66.0,66.0
gl9nmj6WvWP,Budonga Dispensary,15812.0,Bunyala West Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,100.0,99.0
r7Lt1WaGvWx,Shikumu Dispensary,16483.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,13.0,12.0
qknYkm1vsuY,Kambiri Health Centre,15916.0,Isukha North Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5.0,5.0
Sy2bE0LtTJx,Muting'ong'o Dispensary,16054.0,Chemuche Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
rxOzjXrbCkg,Matete Health Centre,16005.0,Chevaywa Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4.0,4.0
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051.0,Chekalini Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2.0,2.0
HRweTMDGBxV,Shihome Dispensary,16109.0,South Kabras Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
wcM6pww7h2a,Bukura Health Centre,15820.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4.0,4.0
NaNOAO9vdQF,Namirama Dispensary,17178.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,47.0,47.0
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037.0,Mayoni Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,499.0,496.0
AbSJUr5oge2,Likuyani Sub-District Hospital,15961.0,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,226.0,220.0
pZd75ZZ55tI,Elukhambi Dispensary,15872.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
V4mRikko5vW,Lung'anyiro Dispensary,15972.0,Namamali Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,164.0,162.0
FiGBHFGyJas,Turbo Forest Dispensary,16154.0,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,34.0,34.0
PuVGCzBiYAp,Shibanze Dispensary,16123.0,Kholera Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,68.0,68.0
UVRLJhXsWSL,Kimangeti Dispensary,15949.0,Chemuche Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,95.0,93.0
qknYkm1vsuY,Kambiri Health Centre,15916.0,Isukha North Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
Ci1bld843vy,Chekalini Dispensary,15851.0,Chekalini Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,127.0,120.0
iuatmqJAf90,Matunda Sub-District Hospital,16008.0,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8.0,8.0
Hvo3qjmJZTO,Sivilie Dispensary,16147.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
Hz0YZaxawTo,Ahmadiya Hospital,15791.0,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2.0,2.0
r8z0MeOdroa,Lumani Dispensary,15970.0,Chevaywa Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
c6oal13vwWU,Shivanga Health Centre,16122.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,44.0,43.0
wXYxrsjOc8d,Bungasi Health Centre,15827.0,Musanda Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9.0,9.0
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010.0,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,187.0,186.0
iuatmqJAf90,Matunda Sub-District Hospital,16008.0,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049.0,Musanda Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,5.0,5.0
zsswqbRZEzQ,Shikusi Dispensary,16113.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
Hz0YZaxawTo,Ahmadiya Hospital,15791.0,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
LJ5JNqUKr2k,Chegulo Dispensary,15850.0,Butali/Chegulo Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,68.0,67.0
MsF0OYgs0ut,Eregi Mission Health Centre,15881.0,Idakho South Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,20.0,20.0
hbWUwbyiJhb,Khaunga Dispensary,15936.0,East wanga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
W1JxUhwofMg,Shikokho Dispensary,16110.0,Idakho East Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,14.0,14.0
mzlrz5MPNNj,Mahanga Dispensary - Kakamega,15987.0,Lwandeti Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,22.0,22.0
IPuJB69xbia,Jamia Medical Centre,15906.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,62.0,62.0
CceWNo4yXvT,Malekha Dispensary,15997.0,Shirungu-mugai Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,55.0,54.0
PuVGCzBiYAp,Shibanze Dispensary,16123.0,Kholera Ward,Matungu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
WHog7fSSmKt,Makunga Rhdc,15991.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,209.0,206.0
lbpwWBn36iE,Majengo Dispensary,15988.0,Lumakanda Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,27.0,27.0
Gwo8OLfAeek,Soy Sambu Dispensary,16134.0,Sango Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,60.0,60.0
sS7IzDF2Tm1,Malaha Dispensary,17150.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
DdPmglUPme3,Kilingili Health Centre,15945.0,Idakho South Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
fVYB9g9ByWU,Elwesero Dispensary,15874.0,Shirere Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9.0,9.0
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,59.0,58.0
BRIBehwYmcd,Shamakhubu Health Centre,16104.0,Murhanda Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,111.0,109.0
rEKNga4CgFK,Eshikhuyu Dispensary,15882.0,Butsotso Central Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,20.0,19.0
z9FKHisHLl1,Mukuyu Dispensary,16031.0,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,62.0,62.0
z3XPCm6Ssp3,Imbiakalo Dispensary,15901.0,West Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,61.0,60.0
rVLDPAPrFsC,Imulama Dispensary,16481.0,Idakho North Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,20.0,20.0
s10bI57eZ6v,Namulungu Dispensary,16070.0,Kholera Ward,Matungu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4.0,4.0
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010.0,Mautuma Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,3.0
LJ5JNqUKr2k,Chegulo Dispensary,15850.0,Butali/Chegulo Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
hbWUwbyiJhb,Khaunga Dispensary,15936.0,East wanga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
zRb4VBix3Qg,Matunda Nursing Home,16007.0,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
zsswqbRZEzQ,Shikusi Dispensary,16113.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
wP6cPKxmPwl,Approved Dispensary,15804.0,Mahiakalo Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,3.0
dI28kasf8Jj,Bushiri Health Centre,15833.0,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892.0,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,130.0,92.0
Hvo3qjmJZTO,Sivilie Dispensary,16147.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,121.0,120.0
wCYNSByDP30,Nzoia Matete Dispensary,16086.0,Lwandeti Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,28.0,27.0
UNbhlHZjMF2,Shamberere Dispensary,16105.0,South Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,134.0,132.0
vhGugNZUV3w,Savane Dispensary,16101.0,Idakho East Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
IBvuTu4Q05K,Eshirembe Dispensary,17133.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
AbSJUr5oge2,Likuyani Sub-District Hospital,15961.0,Likuyani Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,3.0
kWzAmRGUHal,Kakamega Forest Dispensary,15914.0,Isukha Central Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,34.0,33.0
