facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,datim_value
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,69,67
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,81,80
MPbxqvaEWLa,Navakholo Sub-District Hospital,16078,Bunyala Central Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,219,217
D4qI2X6dXcu,Chimoi Health Centre,15858,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,45,45
IDtVLOWs5dB,Shihalia Dispensary,16108,Idakho Central Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9,9
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
r8z0MeOdroa,Lumani Dispensary,15970,Chevaywa Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
tENZF6BO4Q7,Mukumu Hospital,16030,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,15,15
HLBR8Fm8NHq,Musembe Dispensary,16865,Isukha Central Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,20,20
QwmMZVZSkRy,Lugari Forest Dispensary,15964,Lugari Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3,3
WYaAkILOP16,Buchangu Dispensary,15810,Bunyala Central Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,66,66
gl9nmj6WvWP,Budonga Dispensary,15812,Bunyala West Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,100,99
r7Lt1WaGvWx,Shikumu Dispensary,16483,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,13,12
qknYkm1vsuY,Kambiri Health Centre,15916,Isukha North Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5,5
Sy2bE0LtTJx,Muting'ong'o Dispensary,16054,Chemuche Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
rxOzjXrbCkg,Matete Health Centre,16005,Chevaywa Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4,4
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,Chekalini Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2,2
HRweTMDGBxV,Shihome Dispensary,16109,South Kabras Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1,1
wcM6pww7h2a,Bukura Health Centre,15820,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4,4
NaNOAO9vdQF,Namirama Dispensary,17178,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,47,47
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,499,496
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,226,220
pZd75ZZ55tI,Elukhambi Dispensary,15872,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1,1
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,164,162
FiGBHFGyJas,Turbo Forest Dispensary,16154,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,34,34
PuVGCzBiYAp,Shibanze Dispensary,16123,Kholera Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,68,68
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,95,93
qknYkm1vsuY,Kambiri Health Centre,15916,Isukha North Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3,3
Ci1bld843vy,Chekalini Dispensary,15851,Chekalini Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,127,120
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8,8
Hvo3qjmJZTO,Sivilie Dispensary,16147,Bunyala East Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
Hz0YZaxawTo,Ahmadiya Hospital,15791,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2,2
r8z0MeOdroa,Lumani Dispensary,15970,Chevaywa Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3,3
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,44,43
wXYxrsjOc8d,Bungasi Health Centre,15827,Musanda Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9,9
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,187,186
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3,3
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049,Musanda Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,5,5
zsswqbRZEzQ,Shikusi Dispensary,16113,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1,1
Hz0YZaxawTo,Ahmadiya Hospital,15791,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
LJ5JNqUKr2k,Chegulo Dispensary,15850,Butali/Chegulo Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,68,67
MsF0OYgs0ut,Eregi Mission Health Centre,15881,Idakho South Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,20,20
hbWUwbyiJhb,Khaunga Dispensary,15936,East wanga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,14,14
mzlrz5MPNNj,Mahanga Dispensary - Kakamega,15987,Lwandeti Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,22,22
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,62,62
CceWNo4yXvT,Malekha Dispensary,15997,Shirungu-mugai Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,55,54
PuVGCzBiYAp,Shibanze Dispensary,16123,Kholera Ward,Matungu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
WHog7fSSmKt,Makunga Rhdc,15991,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,209,206
lbpwWBn36iE,Majengo Dispensary,15988,Lumakanda Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,27,27
Gwo8OLfAeek,Soy Sambu Dispensary,16134,Sango Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,60,60
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1,1
DdPmglUPme3,Kilingili Health Centre,15945,Idakho South Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
fVYB9g9ByWU,Elwesero Dispensary,15874,Shirere Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9,9
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,59,58
BRIBehwYmcd,Shamakhubu Health Centre,16104,Murhanda Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,111,109
rEKNga4CgFK,Eshikhuyu Dispensary,15882,Butsotso Central Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,20,19
z9FKHisHLl1,Mukuyu Dispensary,16031,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,62,62
z3XPCm6Ssp3,Imbiakalo Dispensary,15901,West Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,61,60
rVLDPAPrFsC,Imulama Dispensary,16481,Idakho North Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,20,20
s10bI57eZ6v,Namulungu Dispensary,16070,Kholera Ward,Matungu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4,4
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010,Mautuma Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3,3
LJ5JNqUKr2k,Chegulo Dispensary,15850,Butali/Chegulo Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1,1
hbWUwbyiJhb,Khaunga Dispensary,15936,East wanga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3,3
zRb4VBix3Qg,Matunda Nursing Home,16007,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
zsswqbRZEzQ,Shikusi Dispensary,16113,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
wP6cPKxmPwl,Approved Dispensary,15804,Mahiakalo Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3,3
dI28kasf8Jj,Bushiri Health Centre,15833,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,130,92
Hvo3qjmJZTO,Sivilie Dispensary,16147,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,121,120
wCYNSByDP30,Nzoia Matete Dispensary,16086,Lwandeti Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,28,27
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,134,132
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3,3
IBvuTu4Q05K,Eshirembe Dispensary,17133,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
AbSJUr5oge2,Likuyani Sub-District Hospital,15961,Likuyani Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3,3
kWzAmRGUHal,Kakamega Forest Dispensary,15914,Isukha Central Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,34,33
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,270,268
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,17,17
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,Chekalini Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,32,31
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3,3
aTrw18DrKW1,Mabusi Health Centre,15983,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,6,6
HRweTMDGBxV,Shihome Dispensary,16109,South Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,85,85
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,70,69
CceWNo4yXvT,Malekha Dispensary,15997,Shirungu-mugai Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,44,43
tENZF6BO4Q7,Mukumu Hospital,16030,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,16,16
s10bI57eZ6v,Namulungu Dispensary,16070,Kholera Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,45,44
Ohx8SxDgCfo,St Mary's Hospital (Mumias),16141,Mumias Central Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,298,345
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,57,57
wXYxrsjOc8d,Bungasi Health Centre,15827,Musanda Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,74,72
pyNcZj1SiiO,Mumias Dispensary,16035,Mumias Central Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5,5
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,92,92
d4U4gk3e0uD,Ileho Health Centre,15900,Isukha East Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4,4
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1,1
aldqNnKJgrg,Matioli Dispensary,16006,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
lbpwWBn36iE,Majengo Dispensary,15988,Lumakanda Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,28,28
tmOunpxPDt9,Ap Line Dispensary,15801,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,362,355
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,200,193
qknYkm1vsuY,Kambiri Health Centre,15916,Isukha North Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,87,85
El8fBMbWcrO,Kuvasali Health Centre,15959,East Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,81,81
pxlVNltvIME,Malava District Hospital,15996,Shirungu-mugai Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6,6
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8,8
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2,2
gl9nmj6WvWP,Budonga Dispensary,15812,Bunyala West Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,80,80
wcM6pww7h2a,Bukura Health Centre,15820,Butsotso South Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3,3
FiGBHFGyJas,Turbo Forest Dispensary,16154,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,35,35
rog82qbp7Oh,Bushiangala Health Centre,15832,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,4,4
tENZF6BO4Q7,Mukumu Hospital,16030,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,16,16
COpiQeVtvEL,St Pius Musoli Health Centre,16145,Idakho Central Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2,2
ByiHGSgYyaR,Mbagara Dispensary,16011,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,62,62
iIngX6G2Ezq,Kongoni Health Centre,15955,Kongoni Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3,3
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4,4
y1jWd1Ug7ts,Shibwe Sub-District Hospital,16107,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,179,177
gl9nmj6WvWP,Budonga Dispensary,15812,Bunyala West Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,103,103
c6oal13vwWU,Shivanga Health Centre,16122,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2,2
MPbxqvaEWLa,Navakholo Sub-District Hospital,16078,Bunyala Central Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5,5
tmOunpxPDt9,Ap Line Dispensary,15801,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,372,363
nNM3ZA9ErqU,Shikusa Health Centre,16112,Isukha North Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
QwmMZVZSkRy,Lugari Forest Dispensary,15964,Lugari Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,75,75
El8fBMbWcrO,Kuvasali Health Centre,15959,East Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,75,73
PKZbcnRwCfc,Sinoko Dispensary (Likuyani),16127,Sinoko Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1,1
KzjIbQebF4W,Shiseso Health Centre,16119,Idakho North Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3,3
ozud4J6eShX,Eshikulu Dispensary,17217,Etenje Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1,1
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,65,62
bm0xjIsElOx,Namagara Dispensary,16064,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,48,47
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,6,6
D4qI2X6dXcu,Chimoi Health Centre,15858,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,60,60
r7Lt1WaGvWx,Shikumu Dispensary,16483,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,6,6
WVQA3Ztjy6t,Iguhu District Hospital,15899,Idakho East Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6,6
WVQA3Ztjy6t,Iguhu District Hospital,15899,Idakho East Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5,5
eFmuvjEF89U,Mung'ang'a Dispensary,16041,East wanga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3,3
zvicDsjeRbr,Lunyito Dispensary,15974,Lugari Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1,1
ozud4J6eShX,Eshikulu Dispensary,17217,Etenje Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2,2
D4qI2X6dXcu,Chimoi Health Centre,15858,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,48,46
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,61,60
z9FKHisHLl1,Mukuyu Dispensary,16031,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,70,69
uBuA0tgQVms,Mumias Sugar Clinic,16038,Mumias North Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,4,4
y1jWd1Ug7ts,Shibwe Sub-District Hospital,16107,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,165,159
MPbxqvaEWLa,Navakholo Sub-District Hospital,16078,Bunyala Central Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6,6
ndBnE6yUjoy,Bukaya Health Centre,15817,Etenje Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,102,100
rog82qbp7Oh,Bushiangala Health Centre,15832,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,3,3
iIngX6G2Ezq,Kongoni Health Centre,15955,Kongoni Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8,8
