facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,other,gender,short_indicator_name,age
Uvv85m35TMs,Ondong Dispensary,16277,Suna central Ward,Suna East Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,12,15,male,tested,20-24
Uvv85m35TMs,Ondong Dispensary,16277,Suna central Ward,Suna East Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,33,55,female,tested,15-19
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,25,45,female,tested,20-24
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,26,36,female,tested,20-24
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,19,29,female,tested,20-24
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,9,9,male,tested,10-14
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,16,16,male,tested,10-14
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,3,3,male,tested,10-14
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,59,61,n,tested,1-9
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,14,17,n,tested,1-9
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,9,11,male,tested,20-24
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,31,39,female,tested,15-19
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,52,92,female,tested,20-24
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,79,80,female,tested,20-24
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,7,5,male,tested,10-14
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,18,16,male,tested,10-14
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,6,6,male,tested,10-14
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,12,9,n,tested,1-9
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,74,75,female,tested,15-19
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,178,208,female,tested,25+
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,81,89,female,tested,25+
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,55,60,female,tested,25+
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,129,97,male,tested,25+
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,56,54,male,tested,25+
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,53,53,male,tested,25+
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,33,33,male,tested,15-19
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,29,29,male,tested,15-19
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,15,15,male,tested,15-19
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,515,772,female,tested,25+
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,273,333,female,tested,25+
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,273,182,female,tested,25+
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,51,54,female,tested,10-14
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q1,11,30,female,tested,10-14
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,7,8,female,tested,10-14
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,424,381,male,tested,25+
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,161,158,male,tested,25+
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,125,124,male,tested,25+
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,32,27,n,tested,1-9
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,132,111,male,tested,15-19
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,29,25,male,tested,15-19
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,11,10,male,tested,15-19
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,46,121,female,tested,25+
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,53,79,female,tested,25+
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,43,61,female,tested,25+
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,6,5,female,tested,10-14
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q1,2,2,female,tested,10-14
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,3,2,female,tested,10-14
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,32,31,male,tested,25+
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,14,18,n,tested,1-9
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,6,6,n,tested,1-9
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,2,2,n,tested,1-9
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,36,54,male,tested,15-19
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,26,26,male,tested,15-19
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,12,12,male,tested,15-19
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,35,77,female,tested,15-19
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,19,23,female,tested,15-19
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,373,393,female,tested,25+
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,130,165,female,tested,25+
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,66,94,female,tested,25+
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,335,337,male,tested,25+
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,142,121,male,tested,25+
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,20,19,n,tested,1-9
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,12,11,n,tested,1-9
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,22,23,male,tested,15-19
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,4,5,male,tested,15-19
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,9,9,male,tested,15-19
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,380,634,female,tested,25+
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,230,382,female,tested,25+
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,218,218,female,tested,25+
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,246,250,male,tested,25+
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,181,185,male,tested,25+
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,16,17,male,tested,10-14
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,15,13,male,tested,10-14
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,71,70,n,tested,1-9
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,53,54,n,tested,1-9
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,84,107,male,tested,15-19
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,27,23,male,tested,15-19
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,22,30,male,tested,15-19
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,93,176,female,tested,15-19
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,144,212,female,tested,25+
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,77,87,female,tested,25+
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,98,103,male,tested,25+
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,47,58,male,tested,25+
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,38,38,male,tested,25+
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,12,17,n,tested,1-9
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,8,8,male,tested,15-19
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,6,6,male,tested,15-19
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,6,6,male,tested,15-19
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,200,114,female,tested,25+
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,30,29,female,tested,25+
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,124,148,male,tested,25+
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,12,31,male,tested,25+
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,2,5,n,tested,1-9
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,12,11,n,tested,1-9
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,1,3,n,tested,1-9
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,40,47,male,tested,15-19
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,19,13,male,tested,15-19
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,11,58,male,tested,15-19
zrSaMWQz90i,Dice Clinic Migori,18897,Suna central Ward,Suna East Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,15,13,female,tested,15-19
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,246,300,female,tested,25+
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,183,203,female,tested,25+
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,133,100,female,tested,25+
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,6,9,female,tested,10-14
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,3,2,female,tested,10-14
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,160,157,male,tested,25+
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,126,116,male,tested,25+
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,10,15,n,tested,1-9
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,85,85,male,tested,15-19
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,25,25,male,tested,15-19
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,5,5,male,tested,15-19
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,Kachieng' Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,71,107,female,tested,15-19
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,44,93,female,tested,20-24
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,59,57,female,tested,20-24
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,8,6,n,tested,1-9
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,3,4,n,tested,1-9
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,22,22,male,tested,20-24
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,22,23,male,tested,20-24
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,62,101,female,tested,15-19
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,61,73,female,tested,15-19
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,37,51,male,tested,25+
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,31,44,male,tested,25+
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,16,31,male,tested,25+
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,71,89,female,tested,20-24
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,30,21,female,tested,20-24
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,9,10,male,tested,20-24
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,17,,male,tested,20-24
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,150,176,male,tested,25+
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,84,82,male,tested,25+
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,72,169,female,tested,20-24
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,12,7,male,tested,10-14
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,23,16,male,tested,10-14
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,2,2,male,tested,10-14
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,29,26,n,tested,1-9
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,37,57,n,tested,1-9
