facilityuid,facility,code,ward,sub_county,county,indicator,period,dhis2_value,datim_value,gender,age
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,lj9QYJqS7bN,2020Q2,3,4.0,(M),10-14
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2019Q4,19,15.0,(M),20-24
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2020Q2,24,20.0,(M),20-24
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2020Q1,10,24.0,(F),15-19
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2020Q2,14,19.0,(F),15-19
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2019Q4,7,5.0,(F),10-14
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q1,47,54.0,(M),25+
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2019Q4,39,45.0,(F),20-24
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2020Q2,19,25.0,(F),20-24
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2019Q4,28,27.0,(M),20-24
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q1,16,15.0,(M),20-24
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q2,10,11.0,(M),20-24
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,2019Q4,30,40.0,(F),15-19
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,JiuqbydCIcy,2019Q4,115,206.0,(F),20-24
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,lj9QYJqS7bN,2020Q1,7,7.0,(M),10-14
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,lj9QYJqS7bN,2020Q2,12,10.0,(M),10-14
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,OePJt8CcZ0d,2019Q4,14,23.0,,1-9
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,pkShOkgNQt2,2020Q2,28,24.0,(M),20-24
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,YXJf27jfkvS,2020Q2,35,47.0,(F),15-19
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2019Q4,102,131.0,(F),20-24
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q1,87,92.0,(F),20-24
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q2,84,64.0,(F),20-24
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q1,1,1.0,(M),10-14
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2019Q4,55,55.0,(M),20-24
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q2,16,17.0,(M),20-24
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2019Q4,126,143.0,(F),15-19
NpKmhJBECVb,Saro Dispensary,14069,Kakrao Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q2,80,70.0,(F),15-19
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,202,212.0,(F),20-24
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q1,166,140.0,(F),20-24
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,94,111.0,(F),20-24
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2019Q4,17,17.0,(M),10-14
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q1,23,23.0,(M),10-14
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,43,43.0,,1-9
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,52,48.0,(M),20-24
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q1,66,66.0,(M),20-24
NRf14PUD9xc,Karungu Sub-District Hospital,13656,Kachieng' Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,108,100.0,(F),15-19
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2019Q4,54,45.0,(F),25+
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q1,43,69.0,(F),25+
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q2,54,65.0,(F),25+
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2019Q4,57,60.0,(M),25+
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2020Q1,37,40.0,(M),25+
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2020Q2,38,29.0,(M),25+
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,OePJt8CcZ0d,2019Q4,2,2.0,,1-9
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2019Q4,5,5.0,(M),15-19
mQbyKWUNKMs,Oasis Doctors Plaza,20051,Oruba Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2020Q2,4,4.0,(M),15-19
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2019Q4,195,178.0,(F),25+
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q1,133,114.0,(F),25+
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q2,81,79.0,(F),25+
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2019Q4,131,134.0,(M),25+
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2019Q4,13,13.0,(M),15-19
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2020Q1,11,6.0,(M),15-19
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2020Q2,14,60.0,(M),15-19
MQcFGwW1QsE,Kopanga Health Center,13718,Wasimbete Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2020Q2,8,15.0,(F),15-19
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,gMICOUtzqRb,2019Q4,9,9.0,(F),10-14
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,gMICOUtzqRb,2020Q1,9,8.0,(F),10-14
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,gMICOUtzqRb,2020Q2,3,3.0,(F),10-14
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2019Q4,147,188.0,(F),20-24
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q2,26,61.0,(F),20-24
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q2,17,22.0,(F),15-19
nt3hEvSThtX,Getambwega Dispensary,13565,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,OePJt8CcZ0d,2019Q4,1,1.0,,1-9
nt3hEvSThtX,Getambwega Dispensary,13565,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,pkShOkgNQt2,2019Q4,5,7.0,(M),20-24
nt3hEvSThtX,Getambwega Dispensary,13565,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,pkShOkgNQt2,2020Q1,10,8.0,(M),20-24
nt3hEvSThtX,Getambwega Dispensary,13565,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,pkShOkgNQt2,2020Q2,19,16.0,(M),20-24
nt3hEvSThtX,Getambwega Dispensary,13565,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,YXJf27jfkvS,2020Q2,24,30.0,(F),15-19
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,94,105.0,(F),25+
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,59,69.0,(F),25+
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2019Q4,63,71.0,(M),25+
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q2,28,39.0,(M),25+
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,71,75.0,,1-9
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q1,20,17.0,,1-9
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q2,4,8.0,,1-9
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,32,32.0,(M),15-19
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,33,19.0,(M),15-19
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q2,5,6.0,(M),15-19
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,30,35.0,(F),15-19
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2019Q4,108,169.0,(F),25+
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2020Q1,86,144.0,(F),25+
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2019Q4,15,17.0,(F),10-14
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q1,15,17.0,(F),10-14
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q2,9,9.0,(F),10-14
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2019Q4,81,75.0,(M),25+
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2020Q1,101,95.0,(M),25+
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2020Q2,93,91.0,(M),25+
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,2020Q1,29,28.0,,1-9
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,2020Q2,15,16.0,,1-9
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2019Q4,23,24.0,(M),15-19
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2020Q1,20,15.0,(M),15-19
MxwFljO9mmy,Sibuoche Dispensary,14082,West kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2020Q2,10,10.0,(M),15-19
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,atSQz5O7e2A,2019Q4,146,261.0,(F),25+
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,atSQz5O7e2A,2020Q1,68,138.0,(F),25+
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,gTkVw97FnQK,2020Q2,53,66.0,(M),25+
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2019Q4,53,149.0,(F),20-24
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q1,32,105.0,(F),20-24
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2019Q4,5,9.0,(M),10-14
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q1,4,5.0,(M),10-14
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q2,3,3.0,(M),10-14
Oh2bAGRnSwV,Ogwedhi Health Centre,13969,Kwa Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q1,13,13.0,(M),20-24
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2019Q4,124,138.0,(F),25+
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q1,56,59.0,(F),25+
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q2,53,60.0,(F),25+
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2019Q4,5,3.0,(F),10-14
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q1,3,12.0,(F),10-14
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2019Q4,90,72.0,(M),25+
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q1,67,69.0,(M),25+
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,2020Q1,5,3.0,,1-9
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2019Q4,11,9.0,(M),15-19
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q1,8,9.0,(M),15-19
naa6PTuNZM4,Jevros Clinic,13635,North sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q2,8,5.0,(M),15-19
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2019Q4,547,561.0,(F),25+
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q1,212,297.0,(F),25+
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q2,61,137.0,(F),25+
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,gMICOUtzqRb,2019Q4,11,13.0,(F),10-14
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,gMICOUtzqRb,2020Q1,6,15.0,(F),10-14
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,gMICOUtzqRb,2020Q2,35,6.0,(F),10-14
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2020Q2,110,129.0,(M),25+
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2019Q4,45,37.0,(M),15-19
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2020Q1,30,18.0,(M),15-19
NDFVW6VFCnE,Nyamaraga Health Centre,13897,Wasimbete Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2020Q2,132,9.0,(M),15-19
OnMW8Kn4YDf,Ogada Dispensary,13960,Wasimbete Ward,Suna West Sub County,Migori County,OePJt8CcZ0d,2020Q2,16,16.0,,1-9
OnMW8Kn4YDf,Ogada Dispensary,13960,Wasimbete Ward,Suna West Sub County,Migori County,pkShOkgNQt2,2019Q4,35,35.0,(M),20-24
OnMW8Kn4YDf,Ogada Dispensary,13960,Wasimbete Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2020Q2,19,25.0,(F),15-19
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q1,61,105.0,(F),20-24
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2019Q4,5,5.0,(M),10-14
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q1,6,6.0,(M),10-14
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q2,13,13.0,(M),10-14
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,OePJt8CcZ0d,2020Q2,9,9.0,,1-9
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2019Q4,88,88.0,(M),20-24
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q1,51,51.0,(M),20-24
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q2,19,19.0,(M),20-24
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2019Q4,60,70.0,(F),15-19
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Suna central Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q1,47,53.0,(F),15-19
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,4,4.0,(F),10-14
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q1,7,9.0,(F),10-14
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q2,4,4.0,(F),10-14
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,2020Q2,24,69.0,(F),20-24
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2019Q4,34,25.0,(M),20-24
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2020Q1,30,34.0,(M),20-24
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2020Q2,22,16.0,(M),20-24
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2019Q4,28,107.0,(F),15-19
OQUMus9IsA1,Bugumbe Health Centre,13517,Tagare Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2020Q1,20,73.0,(F),15-19
orKDpItM56v,Agenga Dispensary,13467,North kadem Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,6,6.0,(F),10-14
orKDpItM56v,Agenga Dispensary,13467,North kadem Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,2,2.0,(F),10-14
orKDpItM56v,Agenga Dispensary,13467,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q1,43,47.0,(F),20-24
orKDpItM56v,Agenga Dispensary,13467,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,29,27.0,(F),20-24
orKDpItM56v,Agenga Dispensary,13467,North kadem Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q1,9,13.0,,1-9
orKDpItM56v,Agenga Dispensary,13467,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,67,81.0,(F),15-19
orKDpItM56v,Agenga Dispensary,13467,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,28,27.0,(F),15-19
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2019Q4,61,132.0,(F),25+
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,85,203.0,(F),25+
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,2,3.0,(F),10-14
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q1,5,5.0,(F),10-14
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q2,3,1.0,(F),10-14
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q1,48,48.0,(M),25+
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,87,85.0,(M),25+
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,2020Q2,2,3.0,,1-9
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2019Q4,16,18.0,(M),15-19
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q1,7,5.0,(M),15-19
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q2,8,11.0,(M),15-19
nnQCgclxCj6,Taranganya Dispensary,14144,Bukira east Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2019Q4,8,39.0,(F),15-19
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q1,61,70.0,(F),25+
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q2,43,51.0,(F),25+
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2019Q4,98,100.0,(M),25+
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q2,47,44.0,(M),25+
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,2019Q4,1,2.0,(M),10-14
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,2019Q4,4,4.0,,1-9
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2019Q4,32,39.0,(M),15-19
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q1,8,8.0,(M),15-19
nNxsnNursRY,Otacho Dispensary,13998,Central sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,2020Q1,3,13.0,(F),15-19
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,atSQz5O7e2A,2019Q4,257,447.0,(F),25+
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,atSQz5O7e2A,2020Q1,159,323.0,(F),25+
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,atSQz5O7e2A,2020Q2,198,243.0,(F),25+
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,gMICOUtzqRb,2019Q4,3,4.0,(F),10-14
NoZjHcIDHGW,Kegonga District Hospital,13663,Nyabasi east Ward,Kuria East Sub County,Migori County,gMICOUtzqRb,2020Q1,15,15.0,(F),10-14
